timestamp,date,open,high,low,close
1662595200,9/8/2022,1630.7,1658.4,1597.921922,1635.820544
1662595140,9/7/2022,1630.1,undefined,undefined,undefined
1662508800,9/7/2022,1557.070811,1654.55589,1494.8,1628.9
1662508740,9/6/2022,1557.8,undefined,undefined,undefined
1662422400,9/6/2022,1619.364153,1683.025694,1559.449168,1560.5
1662422340,9/5/2022,1616.045557,undefined,undefined,undefined
1662336000,9/5/2022,1579.825745,1623.79036,1557.524281,1617.795884
1662335940,9/4/2022,1578.237582,undefined,undefined,undefined
1662249600,9/4/2022,1556.905549,1579.324796,1542.724084,1578.980494
1662249540,9/3/2022,1557.611935,undefined,undefined,undefined
1662163200,9/3/2022,1574.052995,1581.007896,1536.271774,1558.276408
1662163140,9/2/2022,1577.122758,undefined,undefined,undefined
1662076800,9/2/2022,1583.943768,1646.412638,1546.886459,1578.363117
1662076740,9/1/2022,1586.02664,undefined,undefined,undefined
1661990400,9/1/2022,1552.863037,1596.355005,1518.120146,1585.743863
1661990340,8/31/2022,1554.819088,undefined,undefined,undefined
1661904000,8/31/2022,1524.690768,1615.621352,1524.690768,1553.872963
1661817600,8/30/2022,1551.828526,1603.736948,1477.912284,1520.507711
1661731200,8/29/2022,1426.612592,1559.807902,1426.009948,1554.131026
1661644800,8/28/2022,1491.342905,1507.45413,1424.132652,1424.132652
1661558400,8/27/2022,1508.200023,1518.762837,1449.815194,1489.939322
1661472000,8/26/2022,1692.679593,1702.69,1494.606163,1508.647532
1661471880,8/25/2022,1697.35,undefined,undefined,undefined
1661385600,8/25/2022,1658.03,1719.93,1657.44,1697.050158
1661385540,8/24/2022,1656.64,undefined,undefined,undefined
1661299200,8/24/2022,1663.44,1689.188506,1605.93,1658.23
1661299140,8/23/2022,1663.731429,undefined,undefined,undefined
1661212800,8/23/2022,1623.93,1668.752263,1565.259,1663.941426
1661212740,8/22/2022,1624.990309,undefined,undefined,undefined
1661126400,8/22/2022,1617.84,1627.334456,1530.416471,1627.118584
1661040000,8/21/2022,1576.652089,1645.396724,1566.746255,1618.576668
1661039940,8/20/2022,1575.152638,undefined,undefined,undefined
1660953600,8/20/2022,1610.61,1656.247533,1530.714986,1576.526493
1660953540,8/19/2022,1611.259011,undefined,undefined,undefined
1660867200,8/19/2022,1844.550797,1844.550797,1607.526161,1611.047594
1660867140,8/18/2022,1846.998687,undefined,undefined,undefined
1660780800,8/18/2022,1835.162215,1879.874188,1821.987761,1846.490505
1660780740,8/17/2022,1834.506989,undefined,undefined,undefined
1660694400,8/17/2022,1878.135783,1954.809529,1820.315161,1832.73
1660694340,8/16/2022,1877.996853,undefined,undefined,undefined
1660608000,8/16/2022,1897.121415,1914.655372,1854.002382,1878.423401
1660607940,8/15/2022,1899.017891,undefined,undefined,undefined
1660521600,8/15/2022,1935.319376,2011.141482,1874.088323,1904.598566
1660521540,8/14/2022,1935.43141,undefined,undefined,undefined
1660435200,8/14/2022,1982.985751,2025.240791,1912.114367,1936.959397
1660435140,8/13/2022,1984.375969,undefined,undefined,undefined
1660348800,8/13/2022,1959.828025,2019.559797,1948.356985,1981.292127
1660262400,8/12/2022,1881.073686,1963.335135,1856.930216,1961.891286
1660176000,8/11/2022,1854.154084,1931.336652,1852.675034,1882.704764
1660175940,8/10/2022,1852.931143,undefined,undefined,undefined
1660089600,8/10/2022,1701.57701,1884.070855,1663.538415,1851.920232
1660089540,8/9/2022,1702.331551,undefined,undefined,undefined
1660003200,8/9/2022,1777.8,1788.4,1670,1703.688809
1660003140,8/8/2022,1778.483957,undefined,undefined,undefined
1659916800,8/8/2022,1699.8,1809.5,1694.3,1774.6
1659916740,8/7/2022,1700.087705,undefined,undefined,undefined
1659830400,8/7/2022,1689.5,1727.357372,1669.505716,1697.9
1659830340,8/6/2022,1688.2,undefined,undefined,undefined
1659744000,8/6/2022,1736.62653,1747.1,1686.268248,1689.6
1659657600,8/5/2022,1607.8,1737.9,1605.490872,1735.3
1659657540,8/4/2022,1606.24512,undefined,undefined,undefined
1659571200,8/4/2022,1616,1657.5,1579.2,1607.6
1659571140,8/3/2022,1618.005929,undefined,undefined,undefined
1659484800,8/3/2022,1632.7,1682.1,1590.4,1618.42273
1659484740,8/2/2022,1630,undefined,undefined,undefined
1659398400,8/2/2022,1629.754645,1676.7,1563.752965,1630.2
1659312000,8/1/2022,1679.322301,1703.53184,1610,1628.441351
1659225600,7/31/2022,1697.41767,1750.725776,1670.558607,1681.924443
1659139200,7/30/2022,1722.100738,1742.77501,1677.40795,1697.079476
1659052800,7/29/2022,1725.257784,1765.09926,1659.851131,1724.722913
1658966400,7/28/2022,1636.395406,1781.018564,1601.001499,1726.180987
1658880000,7/27/2022,1449.826163,1641.306559,1421.512535,1638.168501
1658793600,7/26/2022,1440.519547,1445.969991,1360.068546,1445.969991
1658707200,7/25/2022,1597.941653,1607.392238,1438.586372,1438.586372
1658620800,7/24/2022,1549.171386,1660.746441,1548.005884,1598.043374
1658534400,7/23/2022,1535.718827,1596.272091,1491.424347,1549.601768
1658448000,7/22/2022,1575.692415,1642.820279,1520.96222,1537.797173
1658361600,7/21/2022,1522.047113,1599.88161,1464.465706,1575.918023
1658275200,7/20/2022,1542.582038,1614.43882,1496.020626,1517.923487
1658188800,7/19/2022,1581.555605,1624.265175,1493.683738,1543.297039
1658102400,7/18/2022,1338.209522,1586.108079,1336.927295,1586.108079
1658016000,7/17/2022,1355.846217,1381.856716,1325.506936,1335.099447
1657929600,7/16/2022,1231.09202,1384.170213,1192.912056,1353.002019
1657843200,7/15/2022,1192.60629,1282.943118,1181.68244,1231.798473
1657756800,7/14/2022,1114.613898,1209.377031,1073.656042,1192.247319
1657670400,7/13/2022,1037.231943,1116.139611,1011.232935,1116.139611
1657584000,7/12/2022,1095.581986,1096.526724,1035.271349,1035.271349
1657497600,7/11/2022,1167.69507,1170.04018,1091.9279,1095.396718
1657411200,7/10/2022,1216.747884,1218.652879,1156.003021,1167.591852
1657324800,7/9/2022,1213.423547,1229.924476,1204.82632,1217.503959
1657238400,7/8/2022,1237.064032,1273.708511,1192.571499,1213.109108
1657152000,7/7/2022,1185.5,1251.677165,1162.922467,1238.636741
1657065600,7/6/2022,1131.383571,1199.132429,1111.737051,1185.803758
1656979200,7/5/2022,1150.109865,1168.571856,1078.39497,1132.721456
1656892800,7/4/2022,1073.179304,1154.187977,1045.227279,1151.691929
1656806400,7/3/2022,1065.57132,1084.778035,1040.654757,1073.593648
1656720000,7/2/2022,1057.883242,1075.813591,1028.808188,1065.428276
1656633600,7/1/2022,1070.136729,1107.335518,1036.807047,1053.95664
1656547200,6/30/2022,1097.890918,1104.530445,1004.962649,1067.309235
1656460800,6/29/2022,1142.664214,1153.744177,1087.357265,1097.801368
1656374400,6/28/2022,1191.088013,1231.09607,1138.32668,1143.111407
1656288000,6/27/2022,1198.041121,1236.937744,1176.972563,1192.408955
1656201600,6/26/2022,1241.357826,1274.880816,1197.145762,1198.51563
1656115200,6/25/2022,1224.210973,1250.472499,1180.857911,1244.578494
1656028800,6/24/2022,1143.760171,1243.308206,1131.43165,1223.781443
1655942400,6/23/2022,1048.699158,1149.59363,1048.699158,1145.228402
1655856000,6/22/2022,1123.778424,1124.630637,1042.947074,1048.201688
1655855940,6/21/2022,1124.510924,undefined,undefined,undefined
1655769600,6/21/2022,1126.897699,1187.939712,1109.364899,1122.942032
1655683200,6/20/2022,1126.05,1135.310674,1070.66,1127.229613
1655683080,6/19/2022,1127.25,undefined,undefined,undefined
1655596800,6/19/2022,990.71,1151,937.81,1125.73
1655596740,6/18/2022,995.96,undefined,undefined,undefined
1655510400,6/18/2022,1085.76,1096.01,884.56,991.39
1655510220,6/17/2022,1085,undefined,undefined,undefined
1655424000,6/17/2022,1064.75,1113.11,1052.31,1086.5
1655423940,6/16/2022,1064.57,undefined,undefined,undefined
1655337600,6/16/2022,1236.65,1253.34,1052.27,1065.4
1655337540,6/15/2022,1237.937879,undefined,undefined,undefined
1655251200,6/15/2022,1207.58,1241.84,1016.31,1236.756344
1655164800,6/14/2022,1207.82,1251.09,1080.931233,1211.95
1655164680,6/13/2022,1204.07443,undefined,undefined,undefined
1655078400,6/13/2022,1433.19,1449.49,1169.17,1204.596898
1654992000,6/12/2022,1529.35,1540.484193,1430,1437.726257
1654991940,6/11/2022,1528.754812,undefined,undefined,undefined
1654905600,6/11/2022,1660.5,1680.531807,1501.81283,1526.9
1654905540,6/10/2022,1661,undefined,undefined,undefined
1654819200,6/10/2022,1786.434474,1800.046866,1655.37,1661.05085
1654819140,6/9/2022,1787.62002,undefined,undefined,undefined
1654732800,6/9/2022,1790.72,1829.991938,1777.178478,1788.74
1654646400,6/8/2022,1812.461363,1834.268465,1766.163478,1792.969718
1654560000,6/7/2022,1858.425543,1868.114167,1727.665436,1812.305987
1654473600,6/6/2022,1805.055765,1917.058333,1803.904189,1858.830083
1654387200,6/5/2022,1803.629472,1828.668929,1774.927456,1803.988774
1654300800,6/4/2022,1773.803967,1812.775593,1747.981046,1802.290498
1654214400,6/3/2022,1833.019562,1841.756357,1739.65497,1773.418058
1654214340,6/2/2022,1832.694289,undefined,undefined,undefined
1654128000,6/2/2022,1817.630006,1848.608351,1783.523665,1833.388992
1654041600,6/1/2022,1940.573266,1968.055484,1772.014627,1819.792894
1654041540,5/31/2022,1938.145163,undefined,undefined,undefined
1653955200,5/31/2022,1998.371773,2011.246562,1927.903121,1938.069758
1653955140,5/30/2022,1999.793524,undefined,undefined,undefined
1653868800,5/30/2022,1811.090938,2009.31752,1801.591305,1995.957195
1653782400,5/29/2022,1790.187455,1822.906292,1763.991492,1812.782663
1653782340,5/28/2022,1790.127615,undefined,undefined,undefined
1653696000,5/28/2022,1726.926152,1804.62408,1720.46278,1791.957194
1653695940,5/27/2022,1721.92294,undefined,undefined,undefined
1653609600,5/27/2022,1790.973694,1818.814584,1711.395081,1721.15921
1653609540,5/26/2022,1787.806789,undefined,undefined,undefined
1653541380,5/26/2022,1934.929127,undefined,undefined,undefined
1653523200,5/26/2022,1934.929127,1941.987551,1747.558704,1796.249426
1653436800,5/25/2022,1978.15,2016.19,1940.06,1962.08
1653436620,5/24/2022,1976.51,undefined,undefined,undefined
1653350400,5/24/2022,1975.13,1990.83,1912.63,1978.49
1653350340,5/23/2022,1970.27,undefined,undefined,undefined
1653264000,5/23/2022,2037.47,2083.61,1957.44,1971.12
1653263940,5/22/2022,2040.51,undefined,undefined,undefined
1653177600,5/22/2022,1974.19,2049.12,1963.9,2045.84
1653177540,5/21/2022,1973.73,undefined,undefined,undefined
1653091200,5/21/2022,1956.764372,1986.98,1936.26,1974.15
1653004800,5/20/2022,2017.57,2055.661194,1921.19,1959.3
1652918400,5/19/2022,1912.021166,2037.88,1901.52,2019.214242
1652832000,5/18/2022,2088.96,2105.639307,1910.167546,1910.167546
1652745600,5/17/2022,2020.646802,2118,2010.767296,2089.471755
1652659200,5/16/2022,2142.69,2142.69,1983.2,2017.591975
1652572800,5/15/2022,2054.04986,2156.382636,2001.78781,2143.393703
1652486400,5/14/2022,2006.576702,2062.748939,1949.155137,2054.222697
1652400000,5/13/2022,1954.369059,2143.92788,1938.49139,2008.90137
1652313600,5/12/2022,2079.382457,2182.540433,1722.36927,1956.617868
1652227200,5/11/2022,2340.511532,2447.992546,2000.64584,2064.3
1652140800,5/10/2022,2228.47237,2456.430702,2202.948592,2342.880848
1652054400,5/9/2022,2519.404935,2528.290034,2227.008972,2234.561049
1651968000,5/8/2022,2634.805943,2639.904528,2492.000116,2520.266178
1651967940,5/7/2022,2634.993924,undefined,undefined,undefined
1651881600,5/7/2022,2692.157559,2701.771949,2593.475453,2636.360401
1651881540,5/6/2022,2692.88876,undefined,undefined,undefined
1651795200,5/6/2022,2745.485215,2756.775575,2634.596283,2693.092196
1651795140,5/5/2022,2747.450612,undefined,undefined,undefined
1651708800,5/5/2022,2940.268724,2951.626054,2701.151454,2748.550466
1651708740,5/4/2022,2939.570848,undefined,undefined,undefined
1651622400,5/4/2022,2780.557987,2961.915013,2772.859965,2940.371216
1651622340,5/3/2022,2780.080071,undefined,undefined,undefined
1651536000,5/3/2022,2855.038186,2861.442885,2758.142975,2781.695547
1651535940,5/2/2022,2856.204699,undefined,undefined,undefined
1651449600,5/2/2022,2825.221604,2880.863863,2782.654842,2857.28363
1651363200,5/1/2022,2726.800759,2846.298177,2726.594354,2823.89249
1651276800,4/30/2022,2817.305516,2840.561541,2722.75624,2726.69507
1651276740,4/29/2022,2815.501809,undefined,undefined,undefined
1651190400,4/29/2022,2935.910511,2945.372461,2777.788629,2816.593029
1651104000,4/28/2022,2883.687632,2977.677491,2856.365947,2939.347805
1651103940,4/27/2022,2889.456425,undefined,undefined,undefined
1651017600,4/27/2022,2809.594462,2918.022838,2796.343159,2890.611647
1650931200,4/26/2022,3007.286821,3031.626108,2779.557403,2810.756627
1650844800,4/25/2022,2922.23454,3022.633763,2800.748564,3008.496418
1650758400,4/24/2022,2933.368354,2964.793479,2915.702534,2923.426491
1650672000,4/23/2022,2963.11331,2979.307622,2920.223244,2937.77045
1650585600,4/22/2022,2983.999961,3031.200432,2935.511082,2963.732649
1650499200,4/21/2022,3075.153149,3177.679684,2954.451423,2986.039819
1650499140,4/20/2022,3079.525205,undefined,undefined,undefined
1650412800,4/20/2022,3098.656698,3162.602991,3039.877155,3079.356521
1650412740,4/19/2022,3103.251352,undefined,undefined,undefined
1650326400,4/19/2022,3056.220727,3128.084859,3032.97014,3103.548781
1650240000,4/18/2022,2988.683316,3070.363973,2890.329123,3057.220459
1650153600,4/17/2022,3060.45498,3078.868743,2986.467561,2991.033393
1650067200,4/16/2022,3040.192384,3078.433452,3014.798638,3060.986071
1649980800,4/15/2022,3021.845348,3050.055678,2997.717331,3042.554247
1649894400,4/14/2022,3118.986313,3143.955943,2983.741016,3019.805103
1649808000,4/13/2022,3027.962118,3129.188747,3001.488761,3120.195687
1649721600,4/12/2022,2979.650499,3084.013562,2953.1408,3030.716317
1649635200,4/11/2022,3203.440484,3215.005055,2956.65066,2975.156011
1649635140,4/10/2022,3198.086597,undefined,undefined,undefined
1649548800,4/10/2022,3259.004929,3308.280792,3209.165189,3210.210272
1649548740,4/9/2022,3261.415149,undefined,undefined,undefined
1649462400,4/9/2022,3192.702408,3267.668423,3183.239003,3263.039397
1649376000,4/8/2022,3227.708985,3312.330631,3173.863304,3192.310857
1649375940,4/7/2022,3227.037935,undefined,undefined,undefined
1649289600,4/7/2022,3168.851369,3266.179691,3149.289129,3232.321928
1649203200,4/6/2022,3406.817141,3406.817141,3162.904927,3168.965801
1649116800,4/5/2022,3520.687234,3549.136076,3402.447494,3409.457625
1649030400,4/4/2022,3522.377975,3545.614524,3418.711448,3522.032655
1648944000,4/3/2022,3449.392374,3578.517514,3416.345693,3522.609735
1648857600,4/2/2022,3456.51909,3529.062683,3438.985147,3446.778513
1648771200,4/1/2022,3282.901255,3477.122743,3216.69632,3457.045847
1648684800,3/31/2022,3386.70909,3443.339948,3265.154875,3279.273071
1648598400,3/30/2022,3399.884876,3445.484398,3339.036975,3380.778427
1648598340,3/29/2022,3402.818675,undefined,undefined,undefined
1648512000,3/29/2022,3339.49321,3481.424433,3335.325491,3404.610313
1648511940,3/28/2022,3332.83927,undefined,undefined,undefined
1648425600,3/28/2022,3296.276846,3431.733148,3276.466449,3339.884931
1648425540,3/27/2022,3296.502099,undefined,undefined,undefined
1648339200,3/27/2022,3148.364026,3295.562483,3128.561459,3294.993747
1648339140,3/26/2022,3148.154717,undefined,undefined,undefined
1648252800,3/26/2022,3104.208478,3151.80997,3086.978331,3145.15332
1648252740,3/25/2022,3102.929539,undefined,undefined,undefined
1648166400,3/25/2022,3112.375209,3191.370753,3082.812662,3106.270102
1648166340,3/24/2022,3110.555825,undefined,undefined,undefined
1648080000,3/24/2022,3037.685819,3127.781366,3008.151174,3110.846581
1648079940,3/23/2022,3037.560754,undefined,undefined,undefined
1647993600,3/23/2022,2970.196517,3044.260362,2923.889685,3037.338308
1647993540,3/22/2022,2970.896339,undefined,undefined,undefined
1647907200,3/22/2022,2890.827178,3047.415484,2889.033619,2970.582388
1647907140,3/21/2022,2896.045863,undefined,undefined,undefined
1647820800,3/21/2022,2862.240764,2960.435617,2833.567761,2896.29012
1647820740,3/20/2022,2860.111539,undefined,undefined,undefined
1647734400,3/20/2022,2952.131862,2962.96588,2820.840487,2861.230488
1647734340,3/19/2022,2949.611007,undefined,undefined,undefined
1647648000,3/19/2022,2939.391677,2984.043543,2897.022826,2947.354871
1647647940,3/18/2022,2942.836223,undefined,undefined,undefined
1647561600,3/18/2022,2814.671346,2983.612182,2770.460453,2942.336166
1647561540,3/17/2022,2816.494982,undefined,undefined,undefined
1647475200,3/17/2022,2775.108245,2836.334233,2748.552559,2816.077409
1647475140,3/16/2022,2775.447493,undefined,undefined,undefined
1647388800,3/16/2022,2619.305369,2788.825029,2606.11127,2774.968912
1647388740,3/15/2022,2620.599038,undefined,undefined,undefined
1647302400,3/15/2022,2591.026255,2669.378783,2510.661943,2620.420058
1647302340,3/14/2022,2591.553492,undefined,undefined,undefined
1647216000,3/14/2022,2516.1878,2606.929807,2502.714468,2592.87515
1647215940,3/13/2022,2517.812405,undefined,undefined,undefined
1647129600,3/13/2022,2569.285582,2598.986006,2496.252068,2519.939303
1647129540,3/12/2022,2566.393381,undefined,undefined,undefined
1647043200,3/12/2022,2556.435944,2611.001305,2554.015401,2571.868748
1647043140,3/11/2022,2557.592889,undefined,undefined,undefined
1646956800,3/11/2022,2611.153848,2669.109197,2527.653299,2556.675935
1646956740,3/10/2022,2609.312788,undefined,undefined,undefined
1646870400,3/10/2022,2727.949652,2730.618402,2555.497936,2607.949937
1646870340,3/9/2022,2728.650201,undefined,undefined,undefined
1646784000,3/9/2022,2577.065218,2772.760136,2569.719412,2731.535202
1646783940,3/8/2022,2578.576689,undefined,undefined,undefined
1646697600,3/8/2022,2492.814576,2625.09253,2483.772434,2576.845447
1646697540,3/7/2022,2496.176083,undefined,undefined,undefined
1646611200,3/7/2022,2550.542599,2644.905983,2446.233767,2497.570089
1646611140,3/6/2022,2549.888932,undefined,undefined,undefined
1646524800,3/6/2022,2665.792972,2674.463168,2547.040828,2547.040828
1646524740,3/5/2022,2666.600702,undefined,undefined,undefined
1646438400,3/5/2022,2623.183559,2681.863792,2593.881119,2665.458695
1646438340,3/4/2022,2622.491867,undefined,undefined,undefined
1646352000,3/4/2022,2830.292693,2834.769466,2575.009958,2617.431411
1646351940,3/3/2022,2833.81213,undefined,undefined,undefined
1646265600,3/3/2022,2948.759581,2971.79,2792.104084,2832.505588
1646179200,3/2/2022,2977.726556,3033.801226,2916.170531,2948.090964
1646092800,3/1/2022,2923.514373,3038.987725,2860.970414,2975.240305
1646092740,2/28/2022,2924.940814,undefined,undefined,undefined
1646006400,2/28/2022,2618.16025,2944.036643,2576.472064,2922.477659
1646006340,2/27/2022,2619.153754,undefined,undefined,undefined
1645920000,2/27/2022,2780.729663,2834.508667,2564.43407,2619.987215
1645919940,2/26/2022,2779.395769,undefined,undefined,undefined
1645833600,2/26/2022,2769.494275,2855.764848,2739.074753,2782.00604
1645833540,2/25/2022,2768.408848,undefined,undefined,undefined
1645747200,2/25/2022,2595.033903,2833.695693,2573.970295,2769.059073
1645747140,2/24/2022,2599.333227,undefined,undefined,undefined
1645660800,2/24/2022,2581.016282,2709.977499,2302.480976,2598
1645660740,2/23/2022,2579.855509,undefined,undefined,undefined
1645574400,2/23/2022,2637.98641,2751.572791,2582.109839,2586.634053
1645574340,2/22/2022,2637.797189,undefined,undefined,undefined
1645488000,2/22/2022,2569.447974,2657.41625,2504.480069,2635.247595
1645487940,2/21/2022,2571.617921,undefined,undefined,undefined
1645401600,2/21/2022,2622.739256,2756.513703,2564.56388,2581.848925
1645401540,2/20/2022,2622.997653,undefined,undefined,undefined
1645315200,2/20/2022,2764.757198,2764.939857,2577.214073,2623.864547
1645315140,2/19/2022,2764.593505,undefined,undefined,undefined
1645228800,2/19/2022,2780.08,2831.52,2702.503532,2765.230065
1645142400,2/18/2022,2886.29,2943.66,2756.48,2788.72
1645142280,2/17/2022,2884.32,undefined,undefined,undefined
1645056000,2/17/2022,3126.97,3158.05,2856.03,2876.48
1645055880,2/16/2022,3126.69,undefined,undefined,undefined
1644969600,2/16/2022,3179.37,3183.08,3049.36,3122.58
1644969540,2/15/2022,3184.15,undefined,undefined,undefined
1644883200,2/15/2022,2932.5,3193.11,2913.94,3186.98
1644883140,2/14/2022,2935.304741,undefined,undefined,undefined
1644796800,2/14/2022,2877.540207,2962.42,2838.358031,2931.41
1644796740,2/13/2022,2870.257599,undefined,undefined,undefined
1644710400,2/13/2022,2919.99,2953.79,2840.94,2885.48
1644624000,2/12/2022,2923.61,2984.31,2862.658498,2918.812138
1644623940,2/11/2022,2927.5,undefined,undefined,undefined
1644537600,2/11/2022,3074.998444,3135.369073,2882.59,2928.501426
1644451200,2/10/2022,3246.504118,3280.213866,3063.824758,3073.987573
1644364800,2/9/2022,3119.57,3269.690962,3060.003676,3245.510202
1644278400,2/8/2022,3141.862486,3226.422107,3032.669468,3123.552767
1644278340,2/7/2022,3141.496504,undefined,undefined,undefined
1644192000,2/7/2022,3064.194582,3187.565717,2998.67,3141.01
1644191940,2/6/2022,3060.185706,undefined,undefined,undefined
1644105600,2/6/2022,3020.483378,3069.746017,2963.914093,3059.738889
1644105540,2/5/2022,3021.143322,undefined,undefined,undefined
1644019200,2/5/2022,2998.102414,3060.22822,2966.305414,3016.575653
1643932800,2/4/2022,2697.163601,2993.09687,2673.814209,2989.868929
1643932740,2/3/2022,2693.2,undefined,undefined,undefined
1643846400,2/3/2022,2682.685178,2725.194681,2580.367759,2682.313663
1643846340,2/2/2022,2683.142476,undefined,undefined,undefined
1643760000,2/2/2022,2789.648713,2811.9113,2616.861464,2687.685276
1643759940,2/1/2022,2791.137473,undefined,undefined,undefined
1643673600,2/1/2022,2689.866149,2813.604664,2677.663578,2790.817214
1643673540,1/31/2022,2690.448189,undefined,undefined,undefined
1643587200,1/31/2022,2603.199458,2705.765818,2484.053628,2690.284019
1643587140,1/30/2022,2602.54151,undefined,undefined,undefined
1643500800,1/30/2022,2603.725042,2636.727316,2545.654209,2603.167515
1643500740,1/29/2022,2604.25717,undefined,undefined,undefined
1643414400,1/29/2022,2543.45,2633.64,2525.96,2599.365455
1643414340,1/28/2022,2546.84,undefined,undefined,undefined
1643328000,1/28/2022,2423.199402,2556.31,2362.04,2548.26
1643327940,1/27/2022,2425.82,undefined,undefined,undefined
1643241600,1/27/2022,2460.65,2519.549232,2319.382777,2422.024276
1643241540,1/26/2022,2463.904548,undefined,undefined,undefined
1643155200,1/26/2022,2460.616994,2715.020301,2406.558973,2467.477584
1643155140,1/25/2022,2455.469367,undefined,undefined,undefined
1643068800,1/25/2022,2441.773682,2507.8726,2352.347225,2457.507007
1643068740,1/24/2022,2441.4054,undefined,undefined,undefined
1642982400,1/24/2022,2541.419531,2541.419531,2161.058602,2441.603563
1642982340,1/23/2022,2542.441282,undefined,undefined,undefined
1642896000,1/23/2022,2411.499011,2547.320871,2373.217583,2535.517332
1642895940,1/22/2022,2408.644843,undefined,undefined,undefined
1642809600,1/22/2022,2569.008815,2623.962736,2312.487978,2403.180738
1642809540,1/21/2022,2571.526088,undefined,undefined,undefined
1642723200,1/21/2022,2975.02,3033.23,2477.364729,2563.441141
1642723140,1/20/2022,3001.18,undefined,undefined,undefined
1642636800,1/20/2022,3092.48,3271.8,2998.34,2998.34
1642636740,1/19/2022,3084.46,undefined,undefined,undefined
1642550400,1/19/2022,3159.81,3176.41,3050.88,3091.59
1642550340,1/18/2022,3160.81,undefined,undefined,undefined
1642464000,1/18/2022,3213.3,3242.73,3091.46,3163.52
1642463940,1/17/2022,3210.98,undefined,undefined,undefined
1642377600,1/17/2022,3353.92,3358.22,3142.39,3213.29
1642291200,1/16/2022,3331.28,3386.12,3285.71,3349.79
1642291140,1/15/2022,3328.12,undefined,undefined,undefined
1642204800,1/15/2022,3310.184793,3370.32,3274.2,3331.02
1642118400,1/14/2022,3238.59,3337.71,3198.019548,3310.05
1642118340,1/13/2022,3239.122389,undefined,undefined,undefined
1642032000,1/13/2022,3371.01,3407.16,3237.23,3237.44
